expiry_label,underlying_tenor,value
15Y,1Y,83.199999999999989
15Y,2Y,82.59999999999998
15Y,3Y,81.799999999999983
15Y,4Y,81.199999999999989
15Y,5Y,80.5
15Y,7Y,79.200000000000003
15Y,10Y,77.700000000000003
15Y,15Y,74.900000000000006
15Y,20Y,74.099999999999994
15Y,25Y,73.599999999999994
15Y,30Y,73.400000000000006
20Y,1Y,80.599999999999994
20Y,2Y,80.299999999999997
20Y,3Y,79.300000000000011
20Y,4Y,78.299999999999997
20Y,5Y,77.300000000000011
20Y,7Y,76.100000000000009
20Y,10Y,74.800000000000011
20Y,15Y,72
20Y,20Y,71.299999999999997
20Y,25Y,70.799999999999997
20Y,30Y,70.700000000000017
25Y,1Y,77.993824787017147
25Y,2Y,77.599213991133169
25Y,3Y,77.197266834856819
25Y,4Y,75.896688282127073
25Y,5Y,74.59572958936468
25Y,7Y,73.694778007870084
25Y,10Y,72.193459114840124
25Y,15Y,69.493277983761772
25Y,20Y,68.793466895058344
25Y,25Y,68.493467618632152
25Y,30Y,68.293843119864135
30Y,1Y,74.799999999999997
30Y,2Y,77.200000000000003
30Y,3Y,75.799999999999997
30Y,4Y,74.200000000000003
30Y,5Y,72.400000000000006
30Y,7Y,71
30Y,10Y,68.799999999999997
30Y,15Y,66
30Y,20Y,65.400000000000006
30Y,25Y,65.099999999999994
30Y,30Y,65.099999999999994
