expiry_label,underlying_tenor,value
1M,1Y,72.808183244321313
1M,2Y,90.668837399626668
1M,3Y,87.640177378147072
1M,4Y,82.632126726919793
1M,5Y,80.446754090290327
1M,7Y,75.498919859834885
1M,10Y,68.064261269502893
1M,15Y,63.027050545482624
1M,20Y,58.899341299747341
1M,25Y,57.531355825039661
1M,30Y,56.10014797449891
3M,1Y,89.329931986213836
3M,2Y,99.364290771127969
3M,3Y,95.529088462709268
3M,4Y,92.224403771105145
3M,5Y,88.807253044724504
3M,7Y,83.398301719806597
3M,10Y,77.25960257012639
3M,15Y,72.368003195922995
3M,20Y,68.877923911090363
3M,25Y,67.378869997696555
3M,30Y,66.289190612029728
6M,1Y,100.48593632036963
6M,2Y,101.25812310565281
6M,3Y,97.244090066141993
6M,4Y,93.84669741838772
6M,5Y,90.44224844751021
6M,7Y,85.642845434140014
6M,10Y,80.354298633013755
6M,15Y,76.168879450386157
6M,20Y,73.183547565348121
6M,25Y,71.887048877813399
6M,30Y,71.092985573177444
9M,1Y,103.274112431128
9M,2Y,100.80245461559841
9M,3Y,96.589102574380703
9M,4Y,93.29530212732223
9M,5Y,90.091356760917208
9M,7Y,85.593629385110034
9M,10Y,80.804339395723233
9M,15Y,77.31328301938791
9M,20Y,74.923404558838484
9M,25Y,73.827269743997348
9M,30Y,73.230575630805973
1Y,1Y,104.58286863950323
1Y,2Y,100.6493426822381
1Y,3Y,96.155281421184895
1Y,4Y,93.161241163994902
1Y,5Y,90.063030860375775
1Y,7Y,85.867611977418733
1Y,10Y,81.57745034272925
1Y,15Y,78.483368065600303
1Y,20Y,76.489379904575614
1Y,25Y,75.591094032461768
1Y,30Y,75.093760273954132
2Y,1Y,100.1229932383864
2Y,2Y,96.206792813314593
2Y,3Y,93.306336863844493
2Y,4Y,91.008162109322882
2Y,5Y,88.707549977741039
2Y,7Y,85.408355302713744
2Y,10Y,82.211110763626692
2Y,15Y,79.713055809574897
2Y,20Y,78.214987421673172
2Y,25Y,77.515441762103819
2Y,30Y,77.216234515625786
3Y,1Y,95.900000000000006
3Y,2Y,92.90000000000002
3Y,3Y,90.5
3Y,4Y,89
3Y,5Y,87.5
3Y,7Y,85.099999999999994
3Y,10Y,82.700000000000003
3Y,15Y,80.200000000000003
3Y,20Y,78.900000000000006
3Y,25Y,78.200000000000003
3Y,30Y,78
4Y,1Y,93.791888397139644
4Y,2Y,90.79558122067499
4Y,3Y,89.495244479971007
4Y,4Y,87.996257622680659
4Y,5Y,86.497273833444325
4Y,7Y,84.798633824441396
4Y,10Y,83
4Y,15Y,80.499999999999986
4Y,20Y,79.300685557591578
4Y,25Y,78.700685564151584
4Y,30Y,78.400685567469253
5Y,1Y,91.393512853981917
5Y,2Y,89.495767723349203
5Y,3Y,88.097388403128164
5Y,4Y,86.898039168403415
5Y,5Y,85.698691316487952
5Y,7Y,84.399017941689706
5Y,10Y,82.999672263217221
5Y,15Y,80.499344944704617
5Y,20Y,79.499344954919508
5Y,25Y,78.899344961172716
5Y,30Y,78.599672274239836
6Y,1Y,89.3955612477682
6Y,2Y,88.196822578598258
6Y,3Y,87.297138846285975
6Y,4Y,86.297772207609071
6Y,5Y,85.298724795748754
6Y,7Y,84.099361661675275
6Y,10Y,82.899680644202903
6Y,15Y,80.299043141301965
6Y,20Y,79.299680652924451
6Y,25Y,78.699361713651641
6Y,30Y,78.499361715714016
7Y,1Y,87.990713383099418
7Y,2Y,87.191637703435859
7Y,3Y,86.391638101389788
7Y,4Y,85.59441594206308
7Y,5Y,84.897203146890007
7Y,7Y,83.897203205342876
7Y,10Y,82.79720327127184
7Y,15Y,79.997203447272511
7Y,20Y,79.197203499844207
7Y,25Y,78.497203546723469
7Y,30Y,78.297203560271512
8Y,1Y,87
8Y,2Y,86.299999999999997
8Y,3Y,85.5
8Y,4Y,85
8Y,5Y,84.599999999999994
8Y,7Y,83.599999999999994
8Y,10Y,82.5
8Y,15Y,79.700000000000003
8Y,20Y,78.900000000000006
8Y,25Y,78.200000000000003
8Y,30Y,78
9Y,1Y,86.300000000000011
9Y,2Y,85.599999999999994
9Y,3Y,85
9Y,4Y,84.600000000000009
9Y,5Y,84.200000000000003
9Y,7Y,83.200000000000017
9Y,10Y,82.099999999999994
9Y,15Y,79.300000000000011
9Y,20Y,78.500000000000014
9Y,25Y,77.800000000000011
9Y,30Y,77.599999999999994
10Y,1Y,85.798376469323927
10Y,2Y,84.998537246513465
10Y,3Y,84.298376809719571
10Y,4Y,84.098056911312042
10Y,5Y,83.897738619193248
10Y,7Y,82.697580665286836
10Y,10Y,81.497265680152481
10Y,15Y,78.697267750981879
10Y,20Y,77.897268369991068
10Y,25Y,77.197347493852533
10Y,30Y,76.997426313248184
15Y,1Y,83.798131879781764
15Y,2Y,83.198344595552413
15Y,3Y,82.298132415928109
15Y,4Y,81.69792105399398
15Y,5Y,81.097710613672987
15Y,7Y,79.697851713290859
15Y,10Y,78.097922784279376
15Y,15Y,75.2979242444422
15Y,20Y,74.497924681791631
15Y,25Y,73.898065453696404
15Y,30Y,73.797995237931559
20Y,1Y,81.200000000000003
20Y,2Y,80.900000000000006
20Y,3Y,79.700000000000003
20Y,4Y,78.799999999999997
20Y,5Y,77.899999999999991
20Y,7Y,76.700000000000003
20Y,10Y,75.200000000000003
20Y,15Y,72.400000000000006
20Y,20Y,71.599999999999994
20Y,25Y,71.200000000000003
20Y,30Y,71
25Y,1Y,78.599999999999994
25Y,2Y,78.099999999999994
25Y,3Y,77.700000000000003
25Y,4Y,76.400000000000006
25Y,5Y,75.100000000000009
25Y,7Y,74.200000000000003
25Y,10Y,72.700000000000003
25Y,15Y,69.799999999999997
25Y,20Y,69.100000000000009
25Y,25Y,68.700000000000003
25Y,30Y,68.599999999999994
30Y,1Y,75.400000000000006
30Y,2Y,77.799999999999997
30Y,3Y,76.200000000000003
30Y,4Y,74.599999999999994
30Y,5Y,72.900000000000006
30Y,7Y,71.5
30Y,10Y,69.200000000000003
30Y,15Y,66.299999999999997
30Y,20Y,65.700000000000017
30Y,25Y,65.400000000000006
30Y,30Y,65.299999999999997
